Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
77, CIVILIZATION_HATTUSA, 1, 5, 10, 7, 6, 0, 0, 0, 7, 4, 394, 8, 7, 4, 6, 1, 6, 11, 7, 15, 1, 5, 0, 0
77, CIVILIZATION_ZANZIBAR, 1, 4, 11, 7, 5, 0, 0, 0, 8, 6, 153, 1, 7, 5, 17, 1, 6, 11, 8, 16, 1, 3, 7, 0
77, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 7, 1, 53, 30, 6, 5, 7, 3, 4, 13, 7, 13, 1, 6, 0, 0
77, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 6, 155, 44, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
77, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 6, 160, 0, 7, 3, 5, 0, 1, 23, 7, 11, 0, 8, 0, 0
77, CIVILIZATION_LISBON, 1, 5, 9, 7, 10, 0, 0, 0, 7, 4, 257, 15, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
77, CIVILIZATION_CARTHAGE, 1, 7, 10, 4, 5, 0, 0, 0, 7, 3, 351, 0, 6, 4, 5, 0, 2, 15, 7, 13, 0, 7, 0, 0
77, CIVILIZATION_KABUL, 1, 5, 10, 7, 10, 0, 0, 0, 7, 3, 196, 15, 6, 5, 6, 1, 4, 12, 7, 13, 0, 5, 0, 0
77, CIVILIZATION_AMSTERDAM, 1, 8, 9, 7, 6, 0, 0, 0, 7, 3, 224, 2, 8, 6, 9, 0, 2, 20, 7, 13, 1, 9, 0, 0
77, CIVILIZATION_PALENQUE, 1, 7, 11, 7, 3, 0, 0, 0, 8, 5, 178, 26, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
77, CIVILIZATION_STOCKHOLM, 1, 6, 10, 6, 6, 0, 0, 0, 7, 5, 273, 15, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
77, CIVILIZATION_ARMAGH, 1, 4, 10, 7, 6, 0, 0, 0, 9, 7, 163, 186, 5, 5, 9, 6, 7, 12, 9, 15, 1, 3, 0, 0
77, CIVILIZATION_KANDY, 1, 4, 10, 6, 8, 0, 0, 0, 9, 5, 35, 54, 4, 4, 15, 1, 3, 11, 9, 13, 1, 3, 0, 0
77, CIVILIZATION_KUMASI, 1, 2, 9, 7, 8, 0, 0, 0, 7, 3, 404, 25, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
77, CIVILIZATION_GRANADA, 1, 6, 10, 6, 10, 0, 0, 0, 7, 6, 173, 55, 6, 5, 9, 3, 6, 16, 7, 13, 0, 5, 5, 0
77, CIVILIZATION_BRUSSELS, 1, 6, 10, 8, 5, 0, 0, 0, 7, 4, 351, 10, 7, 6, 15, 2, 4, 17, 7, 13, 0, 5, 8, 0
78, CIVILIZATION_ROME, 2, 9, 11, 9, 3, 0, 0, 0, 24, 9, 182, 87, 9, 10, 36, 2, 22, 26, 24, 16, 3, 8, 3, 0
78, CIVILIZATION_CHINA, 2, 11, 10, 5, 9, 0, 0, 1, 23, 4, 217, 68, 16, 5, 19, 2, 24, 31, 23, 11, 2, 10, 0, 0
78, CIVILIZATION_JAPAN, 3, 14, 11, 7, 9, 0, 0, 0, 34, 14, 333, 353, 15, 9, 26, 9, 28, 47, 34, 15, 2, 13, 3, 3
78, CIVILIZATION_AMERICA, 2, 9, 10, 7, 3, 0, 0, 0, 25, 8, 106, 80, 15, 11, 14, 2, 28, 26, 25, 19, 2, 8, 0, 0
78, CIVILIZATION_SPAIN, 3, 7, 10, 5, 6, 0, 0, 2, 28, 5, 134, 182, 7, 3, 18, 4, 25, 21, 28, 13, 1, 6, 0, 0
78, CIVILIZATION_EGYPT, 4, 14, 9, 9, 8, 0, 0, 1, 39, 5, 151, 130, 12, 10, 13, 10, 23, 38, 39, 14, 1, 13, 0, 8
78, CIVILIZATION_KONGO, 2, 5, 9, 7, 4, 0, 0, 0, 23, 4, 157, 105, 11, 7, 7, 3, 16, 16, 23, 15, 1, 4, 0, 0
78, CIVILIZATION_AZTEC, 2, 5, 9, 4, 2, 0, 0, 0, 19, 0, 125, 7, 6, 2, 11, 0, 16, 11, 19, 10, 1, 4, 0, 0
78, CIVILIZATION_JAKARTA, 1, 5, 9, 7, 11, 0, 0, 0, 8, 1, 323, 35, 6, 5, 9, 2, 5, 13, 8, 13, 0, 5, 3, 0
78, CIVILIZATION_HATTUSA, 1, 5, 10, 7, 6, 0, 0, 0, 7, 4, 398, 9, 9, 4, 6, 1, 6, 10, 7, 15, 1, 5, 0, 0
78, CIVILIZATION_ZANZIBAR, 1, 4, 11, 7, 5, 0, 0, 0, 8, 6, 168, 2, 7, 5, 17, 1, 6, 11, 8, 16, 1, 3, 7, 0
78, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 7, 1, 56, 33, 6, 5, 7, 3, 4, 13, 7, 13, 1, 6, 0, 0
78, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 6, 157, 47, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
78, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 6, 161, 0, 7, 3, 5, 0, 1, 23, 7, 11, 0, 8, 0, 0
78, CIVILIZATION_LISBON, 1, 5, 9, 7, 10, 0, 0, 0, 7, 4, 257, 17, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
78, CIVILIZATION_CARTHAGE, 1, 7, 10, 4, 5, 0, 0, 0, 7, 3, 352, 0, 6, 4, 5, 0, 2, 15, 7, 13, 0, 7, 0, 0
78, CIVILIZATION_KABUL, 1, 5, 10, 7, 10, 0, 0, 0, 7, 3, 203, 17, 6, 5, 6, 1, 4, 12, 7, 13, 0, 5, 0, 0
78, CIVILIZATION_AMSTERDAM, 1, 8, 10, 7, 6, 0, 0, 0, 7, 3, 228, 3, 8, 6, 9, 0, 2, 20, 7, 13, 1, 9, 0, 0
78, CIVILIZATION_PALENQUE, 1, 7, 11, 7, 4, 0, 0, 0, 8, 5, 180, 28, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
78, CIVILIZATION_STOCKHOLM, 1, 6, 10, 6, 6, 0, 0, 0, 7, 5, 277, 17, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
78, CIVILIZATION_ARMAGH, 1, 5, 10, 7, 6, 0, 0, 0, 9, 7, 167, 192, 6, 5, 8, 5, 6, 14, 9, 15, 1, 5, 0, 0
78, CIVILIZATION_KANDY, 1, 4, 10, 6, 8, 0, 0, 0, 9, 5, 49, 55, 4, 4, 15, 1, 3, 11, 9, 13, 1, 3, 0, 0
78, CIVILIZATION_KUMASI, 1, 2, 9, 7, 8, 0, 0, 0, 7, 3, 411, 27, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
78, CIVILIZATION_GRANADA, 1, 6, 10, 6, 10, 0, 0, 0, 7, 6, 175, 58, 6, 5, 9, 3, 6, 16, 7, 13, 0, 5, 5, 0
78, CIVILIZATION_BRUSSELS, 1, 6, 10, 8, 5, 0, 0, 0, 7, 4, 362, 12, 7, 6, 15, 2, 4, 17, 7, 13, 0, 5, 8, 0
79, CIVILIZATION_ROME, 2, 10, 11, 9, 3, 0, 0, 0, 24, 9, 215, 89, 10, 10, 36, 2, 23, 29, 24, 16, 3, 9, 3, 0
79, CIVILIZATION_CHINA, 2, 11, 10, 5, 9, 0, 0, 1, 23, 4, 233, 70, 16, 5, 19, 2, 24, 31, 23, 11, 2, 10, 0, 0
79, CIVILIZATION_JAPAN, 3, 15, 12, 7, 9, 0, 0, 0, 35, 14, 234, 363, 15, 9, 26, 9, 29, 50, 35, 15, 2, 14, 3, 3
79, CIVILIZATION_AMERICA, 2, 9, 10, 7, 3, 0, 0, 0, 25, 8, 119, 83, 15, 11, 14, 2, 28, 26, 25, 19, 2, 8, 0, 0
79, CIVILIZATION_SPAIN, 3, 7, 10, 5, 5, 0, 0, 2, 28, 5, 167, 186, 7, 3, 19, 4, 25, 21, 28, 13, 1, 6, 0, 0
79, CIVILIZATION_EGYPT, 4, 14, 9, 9, 8, 0, 0, 1, 39, 5, 163, 141, 12, 10, 13, 10, 22, 40, 39, 14, 1, 13, 0, 8
79, CIVILIZATION_KONGO, 2, 5, 10, 7, 4, 0, 0, 0, 23, 5, 161, 108, 11, 7, 7, 3, 17, 16, 23, 15, 1, 4, 0, 0
79, CIVILIZATION_AZTEC, 2, 5, 9, 4, 2, 0, 0, 0, 20, 0, 128, 7, 7, 2, 11, 0, 16, 11, 20, 10, 2, 4, 0, 0
79, CIVILIZATION_JAKARTA, 1, 5, 9, 7, 11, 0, 0, 0, 8, 1, 325, 37, 6, 5, 9, 2, 5, 13, 8, 13, 0, 5, 3, 0
79, CIVILIZATION_HATTUSA, 1, 5, 10, 7, 6, 0, 0, 0, 8, 4, 402, 10, 7, 4, 6, 1, 7, 11, 8, 15, 1, 5, 0, 0
79, CIVILIZATION_ZANZIBAR, 1, 4, 11, 7, 5, 0, 0, 0, 8, 6, 183, 3, 7, 5, 17, 1, 6, 11, 8, 16, 1, 3, 7, 0
79, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 7, 1, 59, 36, 6, 5, 7, 3, 4, 13, 7, 13, 1, 6, 0, 0
79, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 6, 160, 50, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 4, 0
79, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 6, 163, 0, 7, 3, 5, 0, 1, 23, 7, 11, 0, 8, 0, 0
79, CIVILIZATION_LISBON, 1, 5, 9, 7, 10, 0, 0, 0, 7, 4, 258, 19, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
79, CIVILIZATION_CARTHAGE, 1, 7, 10, 4, 5, 0, 0, 0, 7, 3, 353, 0, 6, 4, 5, 0, 2, 15, 7, 13, 0, 7, 0, 0
79, CIVILIZATION_KABUL, 1, 5, 10, 7, 10, 0, 0, 0, 7, 3, 210, 19, 6, 5, 6, 1, 4, 12, 7, 13, 0, 5, 0, 0
79, CIVILIZATION_AMSTERDAM, 1, 8, 11, 7, 6, 0, 0, 0, 7, 3, 232, 4, 8, 6, 9, 0, 2, 20, 7, 13, 1, 9, 0, 0
79, CIVILIZATION_PALENQUE, 1, 7, 11, 7, 4, 0, 0, 0, 8, 5, 181, 30, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
79, CIVILIZATION_STOCKHOLM, 1, 6, 10, 6, 6, 0, 0, 0, 7, 5, 282, 19, 12, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
79, CIVILIZATION_ARMAGH, 1, 5, 10, 7, 6, 0, 0, 0, 9, 7, 172, 198, 6, 5, 8, 5, 6, 14, 9, 15, 1, 5, 0, 0
79, CIVILIZATION_KANDY, 1, 4, 11, 6, 8, 0, 0, 0, 9, 5, 63, 57, 4, 4, 15, 1, 3, 11, 9, 13, 1, 3, 0, 0
79, CIVILIZATION_KUMASI, 1, 2, 9, 7, 8, 0, 0, 0, 7, 3, 418, 29, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
79, CIVILIZATION_GRANADA, 1, 6, 10, 6, 10, 0, 0, 0, 7, 6, 176, 62, 6, 5, 9, 3, 6, 16, 7, 13, 0, 5, 5, 0
79, CIVILIZATION_BRUSSELS, 1, 6, 10, 8, 5, 0, 0, 0, 7, 4, 143, 14, 7, 6, 15, 2, 4, 17, 7, 13, 0, 5, 8, 0
80, CIVILIZATION_ROME, 2, 10, 11, 9, 3, 0, 0, 0, 24, 9, 222, 91, 10, 10, 36, 2, 23, 29, 24, 16, 3, 9, 3, 0
80, CIVILIZATION_CHINA, 2, 11, 10, 5, 9, 0, 0, 1, 24, 4, 249, 72, 16, 5, 19, 2, 24, 31, 24, 11, 2, 10, 0, 0
80, CIVILIZATION_JAPAN, 3, 15, 12, 7, 9, 0, 0, 0, 35, 14, 254, 373, 15, 9, 26, 9, 29, 50, 35, 15, 2, 14, 3, 3
80, CIVILIZATION_AMERICA, 2, 9, 10, 7, 3, 0, 0, 0, 25, 8, 131, 85, 15, 11, 14, 2, 28, 26, 25, 19, 2, 8, 0, 0
80, CIVILIZATION_SPAIN, 3, 7, 11, 6, 4, 0, 0, 2, 28, 5, 176, 191, 7, 3, 19, 4, 25, 21, 28, 13, 1, 6, 0, 0
80, CIVILIZATION_EGYPT, 4, 15, 9, 9, 8, 0, 0, 1, 40, 5, 174, 150, 13, 10, 13, 9, 24, 44, 40, 14, 1, 14, 0, 8
80, CIVILIZATION_KONGO, 2, 6, 10, 7, 5, 0, 0, 0, 23, 5, 164, 112, 12, 7, 7, 3, 14, 19, 23, 15, 1, 5, 0, 0
80, CIVILIZATION_AZTEC, 2, 5, 9, 4, 2, 0, 0, 0, 20, 0, 131, 7, 7, 2, 11, 0, 16, 11, 20, 10, 2, 4, 0, 0
80, CIVILIZATION_JAKARTA, 1, 5, 9, 7, 11, 0, 0, 0, 8, 1, 326, 40, 6, 5, 9, 2, 5, 13, 8, 13, 0, 5, 3, 0
80, CIVILIZATION_HATTUSA, 1, 5, 10, 7, 6, 0, 0, 0, 8, 4, 406, 11, 7, 4, 6, 1, 7, 11, 8, 15, 1, 5, 0, 0
80, CIVILIZATION_ZANZIBAR, 1, 4, 11, 7, 5, 0, 0, 0, 8, 6, 198, 4, 7, 5, 17, 1, 6, 11, 8, 16, 1, 3, 7, 0
80, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 8, 1, 62, 40, 6, 5, 6, 3, 4, 16, 8, 13, 1, 5, 0, 0
80, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 7, 162, 53, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 5, 0
80, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 6, 165, 0, 7, 3, 5, 0, 1, 23, 7, 11, 0, 8, 0, 0
80, CIVILIZATION_LISBON, 1, 5, 9, 7, 10, 0, 0, 0, 7, 4, 259, 20, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
80, CIVILIZATION_CARTHAGE, 1, 7, 10, 4, 5, 0, 0, 0, 7, 3, 354, 0, 6, 4, 5, 0, 2, 15, 7, 13, 0, 7, 0, 0
80, CIVILIZATION_KABUL, 1, 5, 10, 7, 10, 0, 0, 0, 7, 3, 216, 21, 6, 5, 6, 1, 4, 12, 7, 13, 0, 5, 0, 0
80, CIVILIZATION_AMSTERDAM, 1, 8, 12, 7, 6, 0, 0, 0, 7, 3, 236, 5, 8, 6, 9, 0, 2, 20, 7, 13, 1, 9, 0, 0
80, CIVILIZATION_PALENQUE, 1, 7, 11, 7, 4, 0, 0, 0, 8, 5, 183, 32, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
80, CIVILIZATION_STOCKHOLM, 1, 6, 11, 6, 6, 0, 0, 0, 7, 5, 286, 20, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
80, CIVILIZATION_ARMAGH, 1, 5, 10, 7, 6, 0, 0, 0, 9, 7, 176, 204, 6, 5, 8, 5, 6, 14, 9, 15, 1, 5, 0, 0
80, CIVILIZATION_KANDY, 1, 4, 11, 6, 8, 0, 0, 0, 9, 6, 77, 58, 4, 4, 15, 1, 3, 11, 9, 13, 1, 3, 0, 0
80, CIVILIZATION_KUMASI, 1, 2, 9, 7, 9, 0, 0, 0, 7, 3, 426, 31, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
80, CIVILIZATION_GRANADA, 1, 6, 10, 6, 10, 0, 0, 0, 7, 6, 178, 66, 6, 5, 9, 3, 6, 16, 7, 13, 0, 5, 5, 0
80, CIVILIZATION_BRUSSELS, 1, 7, 10, 8, 5, 0, 0, 0, 7, 4, 154, 15, 7, 6, 14, 1, 4, 17, 7, 15, 0, 7, 8, 0
81, CIVILIZATION_ROME, 2, 10, 11, 9, 3, 0, 0, 0, 25, 9, 255, 93, 10, 10, 36, 2, 23, 29, 25, 16, 3, 9, 3, 0
81, CIVILIZATION_CHINA, 2, 11, 10, 6, 11, 0, 0, 1, 24, 4, 105, 75, 16, 5, 19, 2, 24, 31, 24, 11, 2, 10, 0, 0
81, CIVILIZATION_JAPAN, 3, 15, 12, 7, 9, 0, 0, 0, 35, 14, 274, 384, 15, 9, 26, 10, 30, 50, 35, 15, 3, 14, 4, 3
81, CIVILIZATION_AMERICA, 2, 9, 10, 7, 3, 0, 0, 0, 25, 8, 143, 87, 15, 11, 14, 2, 28, 26, 25, 19, 2, 8, 0, 0
81, CIVILIZATION_SPAIN, 3, 8, 11, 6, 4, 0, 0, 2, 28, 5, 187, 195, 8, 3, 22, 4, 28, 22, 28, 13, 2, 7, 0, 0
81, CIVILIZATION_EGYPT, 4, 15, 9, 9, 8, 0, 0, 1, 40, 5, 185, 160, 13, 10, 13, 9, 24, 44, 40, 14, 1, 14, 0, 8
81, CIVILIZATION_KONGO, 2, 6, 10, 7, 5, 0, 0, 0, 23, 5, 168, 115, 12, 7, 7, 3, 14, 19, 23, 15, 1, 5, 0, 0
81, CIVILIZATION_AZTEC, 2, 5, 9, 4, 3, 0, 0, 0, 20, 0, 135, 7, 7, 2, 11, 0, 16, 11, 20, 10, 2, 4, 0, 0
81, CIVILIZATION_JAKARTA, 1, 5, 9, 7, 11, 0, 0, 0, 8, 1, 328, 43, 6, 5, 9, 2, 5, 13, 8, 13, 0, 5, 3, 0
81, CIVILIZATION_HATTUSA, 1, 5, 10, 7, 6, 0, 0, 0, 8, 4, 180, 12, 7, 4, 6, 1, 7, 11, 8, 15, 1, 5, 0, 0
81, CIVILIZATION_ZANZIBAR, 1, 4, 11, 7, 5, 0, 0, 0, 8, 6, 213, 5, 7, 5, 17, 1, 6, 11, 8, 16, 1, 3, 7, 0
81, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 8, 1, 64, 43, 6, 5, 6, 3, 4, 16, 8, 13, 1, 5, 0, 0
81, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 7, 165, 56, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 5, 0
81, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 6, 166, 0, 7, 3, 5, 0, 1, 23, 7, 11, 0, 8, 0, 0
81, CIVILIZATION_LISBON, 1, 5, 9, 7, 10, 0, 0, 0, 7, 4, 259, 22, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
81, CIVILIZATION_CARTHAGE, 1, 7, 10, 4, 5, 0, 0, 0, 7, 3, 356, 0, 6, 4, 5, 0, 2, 15, 7, 13, 0, 7, 0, 0
81, CIVILIZATION_KABUL, 1, 5, 10, 7, 10, 0, 0, 0, 7, 3, 223, 23, 6, 5, 6, 1, 4, 12, 7, 13, 0, 5, 0, 0
81, CIVILIZATION_AMSTERDAM, 1, 8, 12, 7, 6, 0, 0, 0, 7, 3, 240, 6, 8, 6, 9, 0, 2, 20, 7, 13, 1, 9, 0, 0
81, CIVILIZATION_PALENQUE, 1, 7, 11, 7, 4, 0, 0, 0, 8, 5, 184, 34, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
81, CIVILIZATION_STOCKHOLM, 1, 6, 12, 6, 6, 0, 0, 0, 7, 5, 291, 22, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
81, CIVILIZATION_ARMAGH, 1, 5, 11, 7, 6, 0, 0, 0, 9, 7, 181, 209, 6, 5, 8, 5, 6, 14, 9, 15, 1, 5, 0, 0
81, CIVILIZATION_KANDY, 1, 4, 11, 6, 7, 0, 0, 0, 9, 6, 91, 59, 4, 4, 15, 1, 3, 12, 9, 13, 1, 3, 0, 0
81, CIVILIZATION_KUMASI, 1, 2, 9, 7, 9, 0, 0, 0, 7, 3, 433, 33, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
81, CIVILIZATION_GRANADA, 1, 6, 10, 6, 10, 0, 0, 0, 7, 6, 179, 70, 6, 5, 9, 3, 6, 16, 7, 13, 0, 5, 5, 0
81, CIVILIZATION_BRUSSELS, 1, 7, 10, 8, 5, 0, 0, 0, 7, 5, 165, 17, 7, 6, 14, 1, 4, 18, 7, 15, 0, 7, 8, 0
82, CIVILIZATION_ROME, 2, 10, 12, 9, 3, 0, 0, 0, 25, 9, 287, 95, 10, 10, 36, 2, 23, 29, 25, 16, 3, 9, 3, 0
82, CIVILIZATION_CHINA, 2, 11, 10, 6, 11, 0, 0, 1, 24, 4, 147, 77, 16, 5, 19, 2, 24, 31, 24, 11, 2, 10, 0, 0
82, CIVILIZATION_JAPAN, 3, 15, 13, 8, 9, 0, 0, 0, 35, 14, 293, 394, 15, 9, 25, 9, 30, 50, 35, 15, 3, 14, 4, 3
82, CIVILIZATION_AMERICA, 2, 10, 10, 7, 3, 0, 0, 0, 25, 8, 130, 90, 16, 11, 14, 2, 31, 28, 25, 19, 2, 9, 0, 0
82, CIVILIZATION_SPAIN, 3, 8, 11, 6, 4, 0, 0, 2, 29, 4, 198, 200, 8, 3, 22, 4, 28, 22, 29, 13, 2, 7, 0, 0
82, CIVILIZATION_EGYPT, 4, 15, 9, 10, 8, 0, 0, 1, 40, 5, 196, 174, 13, 10, 13, 14, 28, 44, 40, 14, 1, 14, 0, 8
82, CIVILIZATION_KONGO, 2, 6, 10, 7, 5, 0, 0, 0, 23, 5, 171, 119, 12, 7, 7, 3, 14, 19, 23, 15, 1, 5, 0, 0
82, CIVILIZATION_AZTEC, 2, 5, 9, 4, 3, 0, 0, 0, 20, 0, 138, 9, 7, 2, 11, 1, 16, 11, 20, 10, 2, 4, 0, 0
82, CIVILIZATION_JAKARTA, 1, 5, 9, 7, 11, 0, 0, 0, 8, 1, 329, 46, 6, 5, 9, 2, 5, 13, 8, 13, 0, 5, 3, 0
82, CIVILIZATION_HATTUSA, 1, 5, 10, 7, 6, 0, 0, 0, 8, 4, 184, 13, 7, 4, 6, 1, 7, 11, 8, 15, 1, 5, 0, 0
82, CIVILIZATION_ZANZIBAR, 1, 4, 12, 7, 5, 0, 0, 0, 8, 6, 227, 6, 7, 5, 17, 1, 6, 11, 8, 16, 1, 3, 7, 0
82, CIVILIZATION_JERUSALEM, 1, 6, 9, 6, 6, 0, 0, 0, 8, 1, 67, 47, 6, 5, 6, 3, 4, 16, 8, 13, 1, 5, 0, 0
82, CIVILIZATION_VALLETTA, 1, 7, 11, 6, 6, 0, 0, 0, 8, 7, 167, 58, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 5, 0
82, CIVILIZATION_PRESLAV, 1, 8, 11, 4, 6, 0, 0, 0, 7, 6, 168, 0, 7, 3, 5, 0, 1, 23, 7, 11, 0, 8, 0, 0
82, CIVILIZATION_LISBON, 1, 5, 9, 7, 10, 0, 0, 0, 7, 4, 260, 24, 6, 5, 6, 1, 5, 13, 7, 13, 0, 5, 0, 0
82, CIVILIZATION_CARTHAGE, 1, 7, 10, 4, 5, 0, 0, 0, 7, 3, 357, 0, 6, 4, 5, 0, 2, 15, 7, 13, 0, 7, 0, 0
82, CIVILIZATION_KABUL, 1, 5, 10, 7, 10, 0, 0, 0, 7, 3, 230, 25, 6, 5, 6, 1, 4, 12, 7, 13, 0, 5, 0, 0
82, CIVILIZATION_AMSTERDAM, 1, 8, 12, 7, 6, 0, 0, 0, 7, 4, 246, 7, 8, 6, 10, 0, 2, 20, 7, 13, 1, 9, 0, 0
82, CIVILIZATION_PALENQUE, 1, 7, 12, 7, 4, 0, 0, 0, 8, 5, 186, 36, 9, 5, 7, 1, 4, 18, 8, 13, 1, 7, 0, 0
82, CIVILIZATION_STOCKHOLM, 1, 6, 12, 6, 6, 0, 0, 0, 7, 5, 295, 24, 11, 5, 10, 1, 6, 12, 7, 15, 1, 5, 5, 0
82, CIVILIZATION_ARMAGH, 1, 5, 11, 7, 6, 0, 0, 0, 9, 7, 186, 215, 6, 5, 8, 5, 6, 14, 9, 15, 1, 5, 0, 0
82, CIVILIZATION_KANDY, 1, 5, 11, 6, 6, 0, 0, 0, 9, 6, 154, 61, 5, 4, 14, 1, 3, 14, 9, 13, 1, 5, 0, 0
82, CIVILIZATION_KUMASI, 1, 2, 9, 7, 9, 0, 0, 0, 7, 3, 440, 35, 4, 4, 7, 2, 4, 5, 7, 13, 0, 1, 0, 0
82, CIVILIZATION_GRANADA, 1, 6, 10, 6, 11, 0, 0, 0, 8, 6, 180, 74, 6, 5, 9, 3, 6, 17, 8, 13, 0, 5, 5, 0
82, CIVILIZATION_BRUSSELS, 1, 7, 10, 8, 5, 0, 0, 0, 7, 5, 176, 19, 7, 6, 14, 1, 4, 18, 7, 15, 0, 7, 8, 0
83, CIVILIZATION_ROME, 2, 10, 12, 9, 3, 0, 0, 0, 25, 9, 319, 97, 10, 10, 36, 2, 23, 29, 25, 16, 3, 9, 3, 0
83, CIVILIZATION_CHINA, 2, 10, 11, 6, 11, 0, 0, 1, 24, 4, 163, 79, 15, 5, 19, 2, 22, 30, 24, 11, 2, 9, 0, 0
83, CIVILIZATION_JAPAN, 3, 15, 13, 8, 9, 0, 0, 0, 35, 14, 312, 404, 15, 9, 25, 9, 30, 50, 35, 15, 3, 14, 4, 3
83, CIVILIZATION_AMERICA, 3, 11, 11, 8, 4, 0, 0, 0, 32, 8, 142, 92, 17, 12, 14, 2, 33, 31, 32, 19, 3, 10, 0, 0
83, CIVILIZATION_SPAIN, 3, 8, 11, 6, 4, 0, 0, 2, 29, 4, 209, 204, 8, 3, 22, 4, 31, 24, 29, 13, 2, 7, 4, 0
83, CIVILIZATION_EGYPT, 4, 15, 10, 10, 8, 0, 0, 1, 40, 5, 207, 190, 13, 10, 13, 16, 28, 44, 40, 16, 1, 14, 0, 8
83, CIVILIZATION_KONGO, 2, 6, 10, 7, 5, 0, 0, 0, 23, 5, 175, 122, 12, 7, 7, 3, 14, 19, 23, 15, 1, 5, 0, 0
83, CIVILIZATION_AZTEC, 2, 5, 9, 4, 3, 0, 0, 0, 20, 0, 141, 10, 7, 2, 11, 1, 16, 11, 20, 10, 2, 4, 0, 0
83, CIVILIZATION_JAKARTA, 1, 5, 9, 8, 11, 0, 0, 0, 8, 1, 331, 49, 6, 5, 9, 2, 5, 13, 8, 13, 0, 5, 3, 0
83, CIVILIZATION_HATTUSA, 1, 5, 10, 7, 6, 0, 0, 0, 8, 4, 188, 14, 7, 4, 6, 1, 7, 11, 8, 15, 1, 5, 0, 0
83, CIVILIZATION_ZANZIBAR, 1, 4, 12, 8, 5, 0, 0, 0, 8, 6, 242, 7, 7, 5, 17, 1, 6, 11, 8, 16, 1, 3, 7, 0
83, CIVILIZATION_JERUSALEM, 1, 6, 9, 7, 6, 0, 0, 0, 8, 1, 69, 50, 6, 5, 6, 3, 4, 16, 8, 13, 1, 5, 0, 0
83, CIVILIZATION_VALLETTA, 1, 7, 12, 7, 7, 0, 0, 0, 8, 7, 169, 61, 7, 5, 9, 2, 4, 24, 8, 13, 0, 6, 5, 0
